dataset,exp,config,label,rounds,dP_per_round,time,threshold_round,threshold_frac,cut_mean,cut_max,cut_std,gap_pct_mean,gap_pct_best,mean_pairwise,median_pairwise,min_pairwise,max_pairwise,n_distinct,n_distinct_cuts,frozen_frac,entropy_bits,n_near,near_mean_pairwise,near_n_distinct
G22,0,baseline,baseline,400,1.553743564765986e-05,0.04255889996420592,1838.2386447641302,1.0,13176.25,13200.0,24.138920854089562,1.3679916161389325,1.1902088479676622,0.21624999999999997,0.20475,0.1215,0.3255,4,4,0.602,0.34242140765119766,0,nan,0
G22,1,init1e-05,初期振幅 1e-05,400,1.553743564765986e-05,0.04255269991699606,1838.2386447641302,1.0,13149.25,13204.0,36.79249244071404,1.5701025525862713,1.1602664870125008,0.34875000000000006,0.3655,0.1765,0.4445,4,4,0.378,0.5473604982212471,0,nan,0
G22,1,init0.001,初期振幅 0.001,400,1.553743564765986e-05,0.04479820001870394,1838.2386447641302,1.0,13149.75,13204.0,36.51284020724764,1.5663597574668762,1.1602664870125008,0.3486666666666666,0.36524999999999996,0.1765,0.4445,4,4,0.378,0.5472661372834766,0,nan,0
G22,1,init0.1,初期振幅 0.1,400,1.553743564765986e-05,0.04997169994749129,1838.2386447641302,1.0,13160.0,13202.0,30.430248109405877,1.4896324575192754,1.1752376674900815,0.3273333333333333,0.333,0.21,0.424,4,4,0.4195,0.5129375685540895,0,nan,0
G22,2,dp0.25x,ramp 0.25x,400,3.884358911914965e-06,0.040672199917025864,7352.954579056521,1.0,10934.5,10986.0,31.0201547384922,18.148813533947152,17.76330563664945,0.4919166666666666,0.49224999999999997,0.485,0.4985,4,4,0.1355,0.7724980856711374,0,nan,0
G22,2,dp4x,ramp 4x,400,6.214974259063944e-05,0.03988449997268617,459.55966119103255,1.0,12680.25,13257.0,984.5474531478917,5.080844374578936,0.7635302043566136,0.4403333333333333,0.481,0.32,0.493,4,4,0.2065,0.69932778410252,0,nan,0
G22,2,dp16x,ramp 16x,400,0.00024859897036255777,0.04028279997874051,114.88991529775814,0.28722478824439535,13192.5,13214.0,12.5,1.2463507747585898,1.0854105846245976,0.4371666666666667,0.441,0.3665,0.492,4,4,0.2105,0.6917420684672493,0,nan,0
G22,2,dp64x,ramp 64x,400,0.000994395881450231,0.041851299931295216,28.722478824439534,0.07180619706109884,13089.75,13121.0,20.339309231141552,2.015495171794296,1.7815704768320981,0.47425,0.48025,0.435,0.4985,4,3,0.173,0.7402822981863358,0,nan,0
G22,3,noise10x,ノイズ 10x,400,1.553743564765986e-05,0.0466410000808537,1838.2386447641302,1.0,13179.0,13203.0,18.34393632784414,1.347406242982259,1.1677520772512913,0.21708333333333332,0.20850000000000002,0.1225,0.324,4,4,0.5995,0.3439777982734898,0,nan,0
G22,3,noise100x,ノイズ 100x,400,1.553743564765986e-05,0.043518299935385585,1838.2386447641302,1.0,13182.75,13204.0,22.398381637966615,1.3193352795867954,1.1602664870125008,0.2135,0.20650000000000002,0.1185,0.317,4,4,0.606,0.33832704671343306,0,nan,0
G22,3,noise1000x,ノイズ 1000x,400,1.553743564765986e-05,0.042671000002883375,1838.2386447641302,1.0,13179.0,13207.0,31.34485603731496,1.347406242982259,1.1378097162961298,0.19141666666666668,0.185,0.0995,0.284,4,4,0.6475,0.30314922954411194,0,nan,0
G22,4,async0.5par,部分更新 f=0.5,800,7.76871782382993e-06,0.08601610001642257,3676.4772895282604,1.0,13170.5,13210.0,28.084693339967234,1.4110337600119771,1.115352945579759,0.3501666666666667,0.345,0.206,0.498,4,4,0.254,0.6408819153212181,0,nan,0
G22,4,async0.25par,部分更新 f=0.25,1600,3.884358911914965e-06,0.13832020002882928,7352.954579056521,1.0,13139.5,13226.0,51.39309292113095,1.6430870574144774,0.9955835017591137,0.35525,0.38425,0.1475,0.471,4,4,0.323,0.6031153857233312,0,nan,0
G22,4,async0.5seq,逐次更新 f=0.5,800,7.76871782382993e-06,0.11061879992485046,3676.4772895282604,1.0,13166.25,13223.0,40.07103068302586,1.442847518526836,1.0180402724754847,0.3045833333333334,0.40249999999999997,0.0755,0.4365,4,4,0.5055,0.4660973577289434,0,nan,0
G22,4,async0.25seq,逐次更新 f=0.25,1600,3.884358911914965e-06,0.16107569995801896,7352.954579056521,1.0,13149.5,13186.0,25.391927851189244,1.568231155026574,1.2950071113107269,0.32983333333333337,0.3135,0.167,0.484,4,4,0.3905,0.52287665912442,0,nan,0
